filename,y_true,y_pred,prob_0_dog,prob_1_rooster,prob_2_pig,prob_3_cow,prob_4_frog,prob_5_cat,prob_6_hen,prob_7_insects,prob_8_sheep,prob_9_crow,prob_10_rain,prob_11_sea_waves,prob_12_crackling_fire,prob_13_crickets,prob_14_chirping_birds,prob_15_water_drops,prob_16_wind,prob_17_pouring_water,prob_18_toilet_flush,prob_19_thunderstorm,prob_20_crying_baby,prob_21_sneezing,prob_22_clapping,prob_23_breathing,prob_24_coughing,prob_25_footsteps,prob_26_laughing,prob_27_brushing_teeth,prob_28_snoring,prob_29_drinking_sipping,prob_30_door_wood_knock,prob_31_mouse_click,prob_32_keyboard_typing,prob_33_door_wood_creaks,prob_34_can_opening,prob_35_washing_machine,prob_36_vacuum_cleaner,prob_37_clock_alarm,prob_38_clock_tick,prob_39_glass_breaking,prob_40_helicopter,prob_41_chainsaw,prob_42_siren,prob_43_car_horn,prob_44_engine,prob_45_train,prob_46_church_bells,prob_47_airplane,prob_48_fireworks,prob_49_hand_saw
5-103415-A-2.wav,2,46,0.04775047,0.0035867682,0.08006866,0.11798897,0.0031059205,0.045484502,0.03596864,0.021627743,0.049300645,0.07902609,3.2210366e-05,0.00049942563,5.735463e-05,0.0010033605,0.0046780636,0.00030340356,0.0028903838,0.00042074933,0.006269467,0.0010267324,0.03261454,0.018883107,0.0017697477,0.10118582,0.0023283698,0.0002070975,0.025900284,0.00020085313,0.0089620715,0.0050116857,3.489823e-05,0.00011129015,7.6207693e-06,0.03775101,0.0007324292,0.0033383449,0.003716602,0.0026080522,0.0009883575,0.0032089045,0.0005488704,0.011695761,0.009959454,0.05071,0.0005732546,0.0041697267,0.1566258,0.0022655532,0.0016655296,0.011135375
5-103416-A-2.wav,2,3,0.042119093,0.10052726,0.002235561,0.21213901,7.346512e-05,0.030878477,0.0056906827,0.0024987923,0.020730723,0.044757187,1.4124174e-05,8.776011e-05,1.2339323e-05,0.0017187898,0.0009774186,0.00023736835,0.0016863757,0.0014135871,0.00012094972,0.0012135492,0.0011037496,0.121415354,0.0004998788,0.138218,0.009189794,4.094932e-05,0.015981032,4.7378755e-05,0.004082556,0.0029827626,0.00030646657,0.0005900421,6.689349e-07,0.034520525,0.00085731933,0.00032829292,0.0010678653,0.0026615844,0.00011151707,0.030004747,0.005041936,0.00034456354,0.00499141,0.119705446,0.00075938855,0.0004958089,0.025214603,0.0070294957,0.0015192218,0.0017552233
5-103418-A-2.wav,2,21,0.08671111,0.012038698,0.00985312,0.08671851,0.00028671452,0.008296993,0.0052140886,0.0026747668,0.0065733986,0.055073526,8.0893835e-05,0.0003055682,0.00011626409,0.0009192657,0.0011171219,0.0007883695,0.0026188951,0.0028414314,0.00028586225,0.0130359335,0.00023947534,0.25907058,0.0027013954,0.18178669,0.027596505,0.00065202767,0.021167997,0.0001652238,0.007892809,0.019467855,0.004694841,0.0016912583,8.647622e-06,0.027660493,0.005190991,0.00053092395,0.00033170515,0.00090933434,0.000535047,0.047188133,0.0058292095,0.0001133273,0.0006062431,0.043533552,0.0012859319,0.0020078656,0.005696685,0.01344871,0.016165951,0.0062800944
5-103420-A-2.wav,2,21,0.07616695,0.05441305,0.0010914493,0.1027466,4.33137e-05,0.024304235,0.007302986,0.0029275783,0.0032291869,0.03415296,2.3002744e-05,8.3255654e-05,4.684234e-05,0.0010452139,0.001171092,0.001977219,0.0006312341,0.0012564692,4.0225415e-05,0.001111149,0.0005327399,0.30248135,0.0009164479,0.085483946,0.03949793,0.00015059083,0.016263478,2.34463e-05,0.00326027,0.006588149,0.003707019,0.002583229,2.7064375e-06,0.024589868,0.0061047804,0.00018000671,0.00030600498,0.0030544652,0.0005268568,0.08297643,0.001748265,0.00010308062,0.0012390768,0.09495515,0.00031903046,0.00017540174,0.0028208063,0.0018085098,0.0026635306,0.0011734242
5-103421-A-2.wav,2,20,0.07579537,0.010497383,0.05608874,0.028038995,0.005039147,0.029221732,0.05468485,0.0063641327,0.03347016,0.08541918,2.311654e-05,0.0002956951,3.9921386e-05,0.0011328203,0.005716834,0.0006565139,0.0003625272,0.0037171026,0.014441027,0.000101388636,0.16525865,0.025374854,0.0060313013,0.114876986,0.006280433,0.00022030932,0.037725765,0.00081103144,0.0032574665,0.0044057276,1.5648491e-05,0.00010172199,1.8668767e-05,0.048710518,0.000983183,0.0007351359,0.0053723487,0.0066117295,0.0008570823,0.018337602,0.00020900443,0.008670642,0.012816533,0.023368765,0.00017623468,0.000554024,0.066306226,0.00044341874,0.001066402,0.029295985
5-103422-A-2.wav,2,21,0.070622474,0.008379025,0.0009185809,0.035026904,3.5435125e-05,0.008672836,0.0056331893,0.0037982275,0.00056857284,0.019804314,0.00020187533,0.00033908625,0.00048744096,0.00056872383,0.0011303469,0.010466428,0.00057478744,0.0014215589,4.1785883e-05,0.0025178576,0.00014065616,0.33550614,0.0035571745,0.038268924,0.098598406,0.0014524348,0.01654472,3.4095763e-05,0.0033277648,0.019559322,0.054954957,0.011641773,2.7061296e-05,0.015841758,0.030399965,0.00029276585,0.00015592585,0.0022800919,0.002310679,0.13332847,0.0017812564,6.727079e-05,0.00020894872,0.045335207,0.0004192871,0.00026370038,0.0003458734,0.0012683611,0.009497433,0.0013801919
5-117118-A-42.wav,42,46,0.00016388795,0.017204877,8.8116816e-05,0.19284764,6.1124985e-07,0.091124624,0.0010475608,0.0045450795,0.020555332,0.00089772453,1.1952053e-08,2.8542104e-07,3.6161566e-08,0.00021490196,4.447412e-05,1.2932065e-06,5.7402936e-05,2.0181126e-06,6.1790474e-06,5.309516e-07,0.0094695985,0.00018242563,5.658887e-07,0.0026579886,4.60978e-06,2.1191166e-08,0.00052990054,1.6706194e-07,0.00040439,3.980334e-06,5.864272e-09,1.4865622e-06,3.6346848e-10,0.009469725,4.3822163e-07,0.0003555625,0.0030714492,0.003044809,1.1398531e-06,5.626685e-05,2.3831904e-05,0.011876892,0.13482648,0.101340316,5.362808e-05,1.1834881e-05,0.39375225,4.4774235e-05,7.660929e-07,1.219278e-05
5-117120-A-42.wav,42,42,3.6686802e-06,0.0037256135,2.989724e-06,0.0045625344,2.8818409e-08,0.0947371,0.0016103025,0.0014367341,0.00083034596,2.6580725e-05,9.803758e-12,3.688991e-11,9.816697e-10,6.635191e-05,2.198634e-05,1.2566632e-06,4.9384294e-08,2.6412908e-07,3.2461023e-07,3.477589e-12,0.111197054,4.477857e-07,7.2935675e-09,9.4133466e-05,1.2084911e-08,8.834219e-11,2.2178165e-05,1.3096971e-08,4.2183e-05,7.2909114e-09,8.181782e-14,1.8043389e-08,4.0961323e-12,0.0031335088,5.0654507e-09,2.180877e-05,0.0063840207,0.064014144,1.323291e-07,6.5034925e-07,7.447286e-09,0.009976707,0.5349633,0.0072644134,4.961417e-07,2.3152475e-09,0.1558576,9.1772423e-10,2.9127453e-10,1.0885111e-06
5-117122-A-42.wav,42,46,0.00028732172,0.011386651,0.00015369561,0.28676447,1.105845e-06,0.058962796,0.00088189833,0.0054370645,0.033200547,0.0019020223,1.3926277e-07,3.0407068e-06,1.3117432e-07,0.00034779342,6.491182e-05,1.9148367e-06,0.00035894173,4.045688e-06,1.5253465e-05,6.618594e-06,0.0029807133,0.00042424415,2.0185091e-06,0.0050925687,1.2235949e-05,1.05531676e-07,0.0010338034,5.3049104e-07,0.00078798743,1.3941972e-05,5.7804204e-08,5.1550533e-06,1.174959e-09,0.009333361,1.2565497e-06,0.0008961826,0.003835213,0.001762128,2.1888652e-06,0.000101458594,0.00020938013,0.01271407,0.06796796,0.13249539,0.00021993782,8.855067e-05,0.35975328,0.00044799587,3.8558564e-06,3.4071993e-05
5-117250-A-2.wav,2,21,0.05945477,0.023416901,0.0018431242,0.10549681,7.473267e-05,0.01465655,0.0047239577,0.0044339406,0.0035992735,0.038058463,0.00017882886,0.00039477635,0.00022663572,0.0017003305,0.0014097472,0.002617089,0.0027310478,0.001850674,7.979072e-05,0.007890531,0.00017287604,0.28517708,0.0018879521,0.0891392,0.04285426,0.0006540321,0.019032704,5.999032e-05,0.0070538656,0.014487709,0.01564374,0.0073469393,1.0236302e-05,0.02561068,0.009221152,0.0006801344,0.0004541461,0.0022096583,0.0008539286,0.074282445,0.007809472,0.0001502218,0.00078907056,0.09518928,0.0015012327,0.00096199225,0.0023677775,0.008591585,0.009207791,0.0017608055
